gene id	miRNA
7048	hsa-miR-520c-3p
7048	hsa-miR-21-5p
7048	hsa-miR-137
7048	hsa-miR-23b-3p
152189	hsa-miR-10a-5p
25827	hsa-miR-23b-3p
10777	hsa-miR-376a-5p
10777	hsa-miR-27a-3p
10777	hsa-miR-139-5p
10777	hsa-miR-23b-3p
6769	hsa-let-7d-5p
6769	hsa-miR-30b-5p
2803	hsa-miR-100-5p
9881	hsa-miR-23b-3p
9942	hsa-miR-374a-5p
9942	hsa-miR-137
9940	hsa-miR-30e-3p
9940	hsa-miR-139-5p
9940	hsa-miR-122-5p
1524	hsa-miR-374a-5p
1524	hsa-miR-27a-3p
3921	hsa-miR-30a-3p
11280	hsa-miR-27a-3p
9045	hsa-miR-520f-3p
1238	hsa-miR-27a-3p
1238	hsa-miR-23b-3p
22906	hsa-miR-199a-5p
55129	hsa-miR-23b-3p
56992	hsa-miR-193b-3p
56992	hsa-miR-21-5p
56992	hsa-miR-137
79443	hsa-miR-17-3p
79443	hsa-miR-302a-3p
79443	hsa-miR-372-3p
79443	hsa-miR-520f-3p
79443	hsa-miR-520c-3p
54585	hsa-miR-520f-3p
54585	hsa-miR-199a-5p
22908	hsa-miR-302a-3p
22908	hsa-miR-21-5p
1231	hsa-miR-374a-5p
1231	hsa-miR-27a-3p
5745	hsa-miR-27a-3p
64147	hsa-miR-30e-3p
64147	hsa-miR-139-5p
64147	hsa-miR-23b-3p
4134	hsa-miR-520c-3p
4134	hsa-let-7d-5p
4134	hsa-miR-23b-3p
10869	hsa-miR-23b-3p
1294	hsa-miR-30e-3p
1294	hsa-miR-27a-3p
1294	hsa-miR-139-5p
1294	hsa-miR-23b-3p
387	hsa-miR-520c-3p
1605	hsa-miR-10a-5p
1605	hsa-miR-23b-3p
6405	hsa-miR-374a-5p
4486	hsa-miR-374a-5p
9807	hsa-miR-374a-5p
10180	hsa-miR-23b-3p
9254	hsa-miR-374a-5p
25886	hsa-miR-23b-3p
344620	hsa-miR-372-3p
55193	hsa-miR-100-5p
55193	hsa-miR-30a-3p
55193	hsa-miR-30d-5p
55193	hsa-miR-376a-5p
55193	hsa-miR-30b-5p
55193	hsa-miR-23b-3p
776	hsa-miR-374a-5p
776	hsa-miR-137
55349	hsa-miR-27a-3p
50650	hsa-miR-372-3p
8679	hsa-miR-27a-3p
8679	hsa-miR-497-5p
54756	hsa-miR-193b-3p
2317	hsa-miR-10a-5p
2317	hsa-miR-10b-5p
1776	hsa-miR-27a-3p
1776	hsa-miR-137
1776	hsa-miR-139-5p
200844	hsa-miR-137
80145	hsa-miR-374a-5p
166336	hsa-miR-374a-5p
56999	hsa-miR-374a-5p
56999	hsa-miR-23b-3p
9223	hsa-miR-199a-5p
9223	hsa-miR-374a-5p
9223	hsa-miR-27a-3p
26018	hsa-miR-199a-5p
26018	hsa-miR-137
8801	hsa-miR-199a-5p
8801	hsa-miR-23b-3p
151647	hsa-miR-376a-5p
151647	hsa-miR-23b-3p
4286	hsa-miR-30e-3p
4286	hsa-let-7d-5p
4286	hsa-miR-27a-3p
4286	hsa-miR-139-5p
4286	hsa-miR-23b-3p
23150	hsa-miR-155-5p
23150	hsa-miR-374a-5p
23150	hsa-miR-27a-3p
23429	hsa-miR-302a-3p
23429	hsa-miR-520f-3p
727936	hsa-miR-23b-3p
23024	hsa-miR-17-3p
23024	hsa-miR-27a-3p
25978	hsa-miR-10b-5p
2042	hsa-miR-27a-3p
2042	hsa-miR-23b-3p
200894	hsa-miR-373-3p
200894	hsa-miR-302a-3p
200894	hsa-miR-372-3p
200894	hsa-miR-520f-3p
200894	hsa-miR-137
200894	hsa-miR-23b-3p
203806	hsa-miR-155-5p
203806	hsa-miR-374a-5p
203806	hsa-miR-27a-3p
203806	hsa-miR-23b-3p
1371	hsa-miR-302a-3p
131544	hsa-let-7d-5p
131544	hsa-miR-30b-5p
1295	hsa-miR-27a-3p
55076	hsa-miR-137
55773	hsa-miR-520f-3p
84873	hsa-miR-137
57337	hsa-miR-100-5p
57337	hsa-miR-23b-3p
79598	hsa-miR-302a-3p
79598	hsa-miR-372-3p
79598	hsa-miR-520f-3p
214	hsa-miR-520f-3p
214	hsa-miR-199a-5p
868	hsa-miR-30b-5p
22989	hsa-miR-137
27136	hsa-miR-27a-3p
9626	hsa-miR-27a-3p
25945	hsa-miR-100-5p
25945	hsa-miR-497-5p
25945	hsa-miR-23b-3p
4345	hsa-let-7d-5p
4345	hsa-miR-27a-3p
10225	hsa-miR-374a-5p
10225	hsa-miR-137
90102	hsa-miR-193b-3p
90102	hsa-miR-376a-5p
90102	hsa-let-7d-5p
90102	hsa-miR-23b-3p
257068	hsa-miR-23b-3p
25871	hsa-miR-23b-3p
151887	hsa-miR-302a-3p
151887	hsa-miR-520f-3p
151887	hsa-miR-520c-3p
151887	hsa-miR-23b-3p
55779	hsa-miR-30e-3p
55779	hsa-miR-374a-5p
55779	hsa-miR-139-5p
55779	hsa-miR-23b-3p
54762	hsa-miR-199a-5p
54762	hsa-miR-374a-5p
523	hsa-miR-10a-5p
523	hsa-miR-10b-5p
205717	hsa-miR-374a-5p
57577	hsa-miR-100-5p
57577	hsa-miR-374a-5p
4045	hsa-miR-374a-5p
57514	hsa-miR-30e-3p
57514	hsa-miR-139-5p
941	hsa-miR-27a-3p
170746	hsa-miR-520f-3p
170746	hsa-miR-374a-5p
170746	hsa-miR-137
116064	hsa-miR-100-5p
116064	hsa-miR-372-3p
116064	hsa-miR-139-5p
10721	hsa-miR-193b-3p
10721	hsa-miR-520f-3p
10721	hsa-miR-21-5p
10721	hsa-miR-137
3059	hsa-let-7f-5p
3059	hsa-miR-199a-5p
84925	hsa-miR-142-3p
84925	hsa-miR-520f-3p
151636	hsa-miR-30e-3p
151636	hsa-miR-372-3p
151636	hsa-miR-139-5p
54625	hsa-miR-100-5p
54625	hsa-miR-30e-3p
54625	hsa-miR-302a-3p
54625	hsa-miR-372-3p
54625	hsa-miR-139-5p
54625	hsa-miR-23b-3p
111	hsa-miR-374a-5p
111	hsa-miR-27a-3p
111	hsa-miR-137
111	hsa-miR-497-5p
4638	hsa-miR-193b-3p
4638	hsa-miR-302a-3p
4638	hsa-miR-520c-3p
4638	hsa-miR-137
8997	hsa-miR-30e-3p
8997	hsa-miR-376a-5p
8997	hsa-miR-374a-5p
8997	hsa-miR-27a-3p
8997	hsa-miR-137
8997	hsa-miR-139-5p
8997	hsa-miR-23b-3p
56667	hsa-miR-139-5p
56667	hsa-miR-497-5p
114885	hsa-miR-100-5p
114885	hsa-let-7d-5p
84561	hsa-miR-100-5p
84561	hsa-let-7d-5p
84561	hsa-miR-139-5p
7707	hsa-miR-302a-3p
7707	hsa-miR-199a-5p
131669	hsa-miR-27a-3p
11343	hsa-miR-21-5p
11343	hsa-miR-374a-5p
166348	hsa-miR-100-5p
166348	hsa-let-7d-5p
166348	hsa-miR-27a-3p
166348	hsa-miR-139-5p
57501	hsa-miR-376a-5p
57501	hsa-miR-374a-5p
57501	hsa-miR-27a-3p
7879	hsa-miR-376a-5p
7879	hsa-miR-27a-3p
55764	hsa-miR-17-3p
55764	hsa-miR-32-5p
23023	hsa-miR-27a-3p
23023	hsa-miR-23b-3p
79858	hsa-miR-376a-5p
79858	hsa-miR-374a-5p
79858	hsa-miR-27a-3p
79858	hsa-miR-23b-3p
27032	hsa-miR-23b-3p
131873	hsa-miR-30a-3p
131873	hsa-miR-30d-5p
256076	hsa-miR-27a-3p
256076	hsa-miR-139-5p
8902	hsa-miR-374a-5p
66000	hsa-miR-27a-3p
23317	hsa-miR-520f-3p
55573	hsa-miR-27b-3p
55573	hsa-miR-520f-3p
55573	hsa-miR-374a-5p
55573	hsa-miR-23b-3p
6578	hsa-miR-30a-3p
6578	hsa-miR-30d-5p
339855	hsa-miR-27a-3p
2047	hsa-miR-497-5p
2047	hsa-miR-23b-3p
5523	hsa-miR-520f-3p
5523	hsa-miR-199a-5p
53833	hsa-miR-199a-5p
56945	hsa-miR-10a-5p
349565	hsa-miR-23b-3p
64084	hsa-miR-374a-5p
64084	hsa-miR-497-5p
92369	hsa-miR-497-5p
54464	hsa-miR-100-5p
7029	hsa-miR-23b-3p
285195	hsa-let-7d-5p
285195	hsa-miR-30b-5p
285195	hsa-miR-137
6596	hsa-miR-199a-5p
25937	hsa-miR-520f-3p
5217	hsa-miR-520c-3p
5217	hsa-miR-30b-5p
26084	hsa-miR-27b-3p
26084	hsa-miR-374a-5p
23007	hsa-miR-138-5p
23007	hsa-miR-27a-3p
5806	hsa-miR-30e-3p
5806	hsa-miR-138-5p
5806	hsa-miR-137
5806	hsa-miR-139-5p
5806	hsa-miR-23b-3p
79674	hsa-miR-199a-5p
79674	hsa-miR-23b-3p
389170	hsa-miR-376a-5p
389170	hsa-miR-27a-3p
57560	hsa-miR-520f-3p
165679	hsa-miR-374a-5p
165679	hsa-miR-32-5p
165679	hsa-miR-139-5p
51068	hsa-miR-374a-5p
131149	hsa-miR-23b-3p
151742	hsa-miR-374a-5p
6476	hsa-miR-376a-5p
590	hsa-miR-520f-3p
151790	hsa-miR-376a-5p
151790	hsa-miR-27a-3p
79740	hsa-miR-17-3p
79740	hsa-miR-27a-3p
5274	hsa-miR-23b-3p
57709	hsa-miR-100-5p
57709	hsa-miR-21-5p
57709	hsa-miR-199a-5p
57709	hsa-let-7d-5p
57709	hsa-miR-27a-3p
57709	hsa-miR-137
57709	hsa-miR-497-5p
5337	hsa-miR-100-5p
5337	hsa-miR-376a-5p
5337	hsa-let-7d-5p
5337	hsa-miR-27a-3p
389177	hsa-miR-27a-3p
8743	hsa-miR-138-5p
8743	hsa-miR-139-5p
8743	hsa-miR-23b-3p
1894	hsa-miR-193b-3p
1894	hsa-miR-21-5p
57552	hsa-let-7f-5p
57552	hsa-miR-193b-3p
57552	hsa-miR-302a-3p
57552	hsa-miR-21-5p
57552	hsa-miR-199a-5p
57552	hsa-miR-23b-3p
83893	hsa-miR-374a-5p
83893	hsa-miR-27a-3p
22871	hsa-miR-27a-3p
22871	hsa-miR-137
64393	hsa-miR-182-3p
64393	hsa-miR-32-5p
5290	hsa-miR-302a-3p
51555	hsa-miR-27a-3p
8975	hsa-miR-137
89857	hsa-miR-376a-5p
89857	hsa-miR-27a-3p
54800	hsa-miR-100-5p
54800	hsa-miR-372-3p
54800	hsa-miR-27a-3p
27074	hsa-miR-30e-3p
27074	hsa-miR-373-3p
27074	hsa-miR-302a-3p
27074	hsa-miR-372-3p
27074	hsa-miR-374a-5p
27074	hsa-miR-137
27074	hsa-miR-139-5p
27074	hsa-miR-23b-3p
84002	hsa-miR-30a-3p
1962	hsa-miR-376a-5p
1962	hsa-miR-23b-3p
285382	hsa-miR-455-5p
10644	hsa-let-7f-5p
10644	hsa-let-7d-5p
10644	hsa-miR-137
10644	hsa-miR-23b-3p
5984	hsa-miR-10a-5p
5984	hsa-miR-10b-5p
5984	hsa-miR-23b-3p
3273	hsa-miR-27a-3p
3273	hsa-miR-137
1608	hsa-miR-27a-3p
6480	hsa-miR-155-5p
6480	hsa-miR-376a-5p
6480	hsa-miR-199a-5p
6480	hsa-let-7d-5p
6480	hsa-miR-23b-3p
4026	hsa-miR-100-5p
4026	hsa-miR-139-5p
8626	hsa-miR-376a-5p
8626	hsa-miR-27a-3p
8626	hsa-miR-23b-3p
285386	hsa-miR-23b-3p
3556	hsa-miR-100-5p
3556	hsa-miR-23b-3p
152137	hsa-miR-7-5p
151963	hsa-miR-30e-3p
151963	hsa-miR-139-5p
151963	hsa-miR-23b-3p
84239	hsa-miR-376a-5p
84239	hsa-miR-27a-3p
84239	hsa-miR-23b-3p
55341	hsa-miR-520f-3p
2814	hsa-miR-27a-3p
347	hsa-miR-374a-5p
1739	hsa-miR-23b-3p
4241	hsa-miR-199a-5p
4241	hsa-miR-374a-5p
4241	hsa-miR-137
205564	hsa-miR-139-5p
84223	hsa-miR-23b-3p
622	hsa-miR-374a-5p
622	hsa-miR-23b-3p
51095	hsa-miR-520f-3p
51095	hsa-miR-374a-5p
6419	hsa-miR-374a-5p
6419	hsa-miR-137
5021	hsa-miR-302a-3p
5021	hsa-miR-21-5p
56852	hsa-miR-302a-3p
56852	hsa-miR-21-5p
55209	hsa-miR-100-5p
55209	hsa-let-7d-5p
55209	hsa-miR-30b-5p
4968	hsa-miR-23b-3p
132014	hsa-miR-23b-3p
10093	hsa-miR-520f-3p
26140	hsa-miR-27a-3p
26140	hsa-miR-23b-3p
78987	hsa-miR-23b-3p
401052	hsa-let-7d-5p
401052	hsa-miR-374a-5p
285368	hsa-miR-374a-5p
51738	hsa-miR-374a-5p
51738	hsa-miR-137
6529	hsa-miR-27a-3p
132001	hsa-miR-27a-3p
7079	hsa-miR-199a-5p
55287	hsa-miR-27a-3p
6161	hsa-miR-23b-3p
79885	hsa-miR-374a-5p
79188	hsa-miR-10a-5p
79188	hsa-miR-10b-5p
6533	hsa-miR-30a-3p
8292	hsa-miR-30b-5p
85403	hsa-miR-30b-5p
85403	hsa-miR-374a-5p
686	hsa-miR-374a-5p
26061	hsa-miR-10b-5p
285381	hsa-miR-10a-5p
285381	hsa-miR-10b-5p
6304	hsa-miR-199a-5p
6304	hsa-miR-497-5p
6304	hsa-miR-23b-3p
151648	hsa-miR-21-5p
151648	hsa-miR-137
9975	hsa-miR-302a-3p
9975	hsa-miR-520f-3p
8320	hsa-miR-155-5p
8320	hsa-miR-374a-5p
8320	hsa-miR-23b-3p
23171	hsa-miR-374a-5p
112616	hsa-let-7f-5p
54918	hsa-miR-17-3p
54918	hsa-miR-199a-5p
1233	hsa-miR-374a-5p
643853	hsa-miR-23b-3p
2720	hsa-miR-10a-5p
2720	hsa-miR-10b-5p
2720	hsa-miR-23b-3p
26032	hsa-miR-137
26032	hsa-miR-139-5p
7342	hsa-miR-139-5p
9209	hsa-miR-7-5p
9209	hsa-miR-23b-3p
339883	hsa-miR-155-5p
339883	hsa-miR-193b-3p
50853	hsa-miR-374a-5p
50853	hsa-miR-122-5p
4615	hsa-miR-147a
4615	hsa-let-7d-5p
4615	hsa-miR-139-5p
4615	hsa-miR-23b-3p
93	hsa-let-7d-5p
9941	hsa-miR-30e-3p
9941	hsa-miR-139-5p
9941	hsa-miR-23b-3p
199223	hsa-miR-27a-3p
4336	hsa-miR-27a-3p
10289	hsa-miR-10a-5p
10289	hsa-miR-10b-5p
10289	hsa-miR-27a-3p
956	hsa-miR-30e-3p
956	hsa-miR-139-5p
253639	hsa-miR-30e-3p
253639	hsa-miR-139-5p
1499	hsa-miR-10a-5p
1499	hsa-miR-10b-5p
1499	hsa-miR-182-3p
885	hsa-miR-374a-5p
131375	hsa-miR-27a-3p
131375	hsa-miR-497-5p
7433	hsa-miR-30a-3p
7433	hsa-miR-30d-5p
7433	hsa-miR-374a-5p
4820	hsa-miR-17-3p
4820	hsa-miR-100-5p
4820	hsa-miR-372-3p
4820	hsa-miR-520f-3p
92999	hsa-miR-520f-3p
92999	hsa-miR-21-5p
152206	hsa-miR-376a-5p
152206	hsa-miR-497-5p
152206	hsa-miR-23b-3p
57467	hsa-miR-27a-3p
57467	hsa-miR-497-5p
389114	hsa-miR-137
389114	hsa-miR-23b-3p
729085	hsa-miR-137
729085	hsa-miR-23b-3p
51099	hsa-miR-27a-3p
91392	hsa-miR-27a-3p
115560	hsa-let-7d-5p
115560	hsa-miR-30b-5p
115560	hsa-miR-27a-3p
57456	hsa-miR-455-5p
7047	hsa-miR-27a-3p
7123	hsa-miR-30a-3p
64866	hsa-miR-199a-5p
64866	hsa-miR-139-5p
25907	hsa-let-7a-5p
25907	hsa-let-7f-5p
8994	hsa-miR-193b-3p
8994	hsa-miR-376a-5p
8994	hsa-miR-199a-5p
8994	hsa-let-7d-5p
54716	hsa-miR-374a-5p
54716	hsa-miR-27a-3p
54716	hsa-miR-139-5p
1230	hsa-miR-30e-3p
1230	hsa-miR-30b-5p
1230	hsa-miR-374a-5p
1230	hsa-miR-137
1230	hsa-miR-139-5p
1232	hsa-miR-30e-3p
1232	hsa-miR-137
1232	hsa-miR-139-5p
9034	hsa-miR-30e-3p
9034	hsa-miR-372-3p
9034	hsa-miR-137
9034	hsa-miR-139-5p
6997	hsa-miR-374a-5p
6997	hsa-miR-137
79442	hsa-miR-137
259173	hsa-miR-520f-3p
259173	hsa-miR-374a-5p
29122	hsa-miR-193b-3p
4634	hsa-miR-376a-5p
4634	hsa-miR-374a-5p
23218	hsa-miR-27a-3p
23276	hsa-miR-374a-5p
23276	hsa-miR-139-5p
22907	hsa-miR-10a-5p
22907	hsa-miR-10b-5p
993	hsa-miR-193b-3p
993	hsa-miR-21-5p
993	hsa-miR-214-3p
993	hsa-let-7d-5p
993	hsa-miR-137
993	hsa-miR-23b-3p
820	hsa-miR-374a-5p
820	hsa-miR-497-5p
285231	hsa-miR-497-5p
11277	hsa-miR-27a-3p
11277	hsa-miR-23b-3p
51246	hsa-miR-30a-3p
51447	hsa-miR-23b-3p
65010	hsa-miR-23b-3p
51517	hsa-miR-30b-5p
51517	hsa-miR-139-5p
7384	hsa-miR-10b-5p
5576	hsa-miR-372-3p
5576	hsa-let-7d-5p
25915	hsa-miR-10a-5p
25915	hsa-miR-10b-5p
25915	hsa-miR-302a-3p
25915	hsa-miR-372-3p
25915	hsa-miR-520c-3p
25915	hsa-miR-23b-3p
54681	hsa-miR-27a-3p
55152	hsa-miR-23b-3p
5859	hsa-miR-129-5p
5859	hsa-miR-10a-5p
5859	hsa-miR-10b-5p
3615	hsa-miR-30a-3p
200942	hsa-miR-199a-5p
64925	hsa-miR-137
646498	hsa-miR-137
2876	hsa-let-7a-5p
2876	hsa-let-7f-5p
375341	hsa-miR-139-5p
275	hsa-miR-23b-3p
6988	hsa-miR-199a-5p
327	hsa-miR-129-5p
327	hsa-miR-10b-5p
4485	hsa-miR-520f-3p
10293	hsa-miR-21-5p
7318	hsa-miR-139-5p
84315	hsa-miR-23b-3p
7869	hsa-miR-199a-5p
7869	hsa-miR-374a-5p
2771	hsa-miR-129-5p
2771	hsa-miR-30b-5p
3373	hsa-miR-23b-3p
11334	hsa-miR-520f-3p
51364	hsa-miR-27a-3p
11186	hsa-miR-32-5p
7867	hsa-miR-199a-5p
51409	hsa-miR-193b-3p
1154	hsa-miR-374a-5p
7873	hsa-miR-10a-5p
7873	hsa-miR-302a-3p
2912	hsa-miR-23b-3p
401067	hsa-miR-27a-3p
389123	hsa-miR-27a-3p
57060	hsa-miR-23b-3p
84836	hsa-miR-23b-3p
118442	hsa-miR-137
132141	hsa-miR-27a-3p
10039	hsa-miR-520c-3p
6159	hsa-miR-10a-5p
6159	hsa-miR-10b-5p
6159	hsa-miR-520f-3p
1849	hsa-miR-137
1849	hsa-miR-139-5p
54106	hsa-miR-137
132158	hsa-miR-27a-3p
132158	hsa-miR-23b-3p
7134	hsa-miR-30b-5p
51533	hsa-miR-27a-3p
23166	hsa-miR-27a-3p
26354	hsa-miR-23b-3p
55830	hsa-miR-23b-3p
3699	hsa-miR-455-5p
389125	hsa-miR-497-5p
55540	hsa-miR-155-5p
57408	hsa-miR-374a-5p
7474	hsa-miR-100-5p
7474	hsa-miR-520f-3p
7474	hsa-miR-27a-3p
23272	hsa-miR-520c-3p
353324	hsa-miR-30a-3p
353324	hsa-miR-376a-5p
8820	hsa-miR-137
142686	hsa-miR-27a-3p
378	hsa-miR-10a-5p
378	hsa-miR-10b-5p
11170	hsa-miR-302a-3p
11170	hsa-miR-372-3p
11170	hsa-miR-520f-3p
11170	hsa-miR-520c-3p
11170	hsa-miR-374a-5p
11170	hsa-miR-27a-3p
8309	hsa-miR-199a-5p
8309	hsa-miR-137
131177	hsa-miR-27a-3p
131177	hsa-miR-137
55079	hsa-miR-520f-3p
55079	hsa-miR-27a-3p
57415	hsa-miR-302a-3p
57415	hsa-miR-520f-3p
57415	hsa-miR-374a-5p
132203	hsa-miR-374a-5p
5712	hsa-miR-17-3p
5712	hsa-miR-10b-5p
5712	hsa-miR-374a-5p
84541	hsa-miR-30e-3p
84541	hsa-miR-139-5p
285203	hsa-let-7d-5p
56203	hsa-miR-27a-3p
9039	hsa-miR-10a-5p
317649	hsa-miR-27a-3p
317649	hsa-miR-23b-3p
2850	hsa-miR-374a-5p
55279	hsa-miR-199a-5p
5627	hsa-miR-30b-5p
5627	hsa-miR-137
5627	hsa-miR-23b-3p
415117	hsa-miR-376a-5p
84100	hsa-miR-376a-5p
84864	hsa-miR-23b-3p
200959	hsa-miR-27a-3p
26341	hsa-miR-27a-3p
56650	hsa-miR-27a-3p
56650	hsa-miR-23b-3p
2838	hsa-miR-138-5p
26339	hsa-miR-23b-3p
10402	hsa-miR-137
56954	hsa-miR-374a-5p
9868	hsa-miR-30b-5p
10342	hsa-miR-10a-5p
10342	hsa-miR-10b-5p
50939	hsa-miR-27a-3p
50939	hsa-miR-497-5p
54931	hsa-miR-10a-5p
54931	hsa-miR-10b-5p
6152	hsa-miR-10a-5p
6152	hsa-miR-10b-5p
91775	hsa-miR-376a-5p
64332	hsa-miR-30e-3p
64332	hsa-miR-374a-5p
64332	hsa-miR-139-5p
131368	hsa-miR-27a-3p
84692	hsa-miR-23b-3p
961	hsa-miR-100-5p
961	hsa-miR-374a-5p
11148	hsa-miR-137
84666	hsa-miR-376a-5p
50852	hsa-miR-376a-5p
50852	hsa-miR-27a-3p
79413	hsa-miR-30e-3p
79413	hsa-miR-199a-5p
79413	hsa-let-7d-5p
79413	hsa-miR-374a-5p
79413	hsa-miR-27a-3p
79413	hsa-miR-139-5p
29114	hsa-let-7f-5p
29114	hsa-miR-199a-5p
79669	hsa-miR-374a-5p
79669	hsa-miR-139-5p
55032	hsa-miR-30b-5p
29083	hsa-miR-10a-5p
29083	hsa-miR-10b-5p
29083	hsa-miR-23b-3p
131450	hsa-miR-139-5p
131450	hsa-miR-23b-3p
54847	hsa-miR-374a-5p
54847	hsa-miR-139-5p
254887	hsa-miR-155-5p
254887	hsa-miR-520f-3p
254887	hsa-miR-137
1814	hsa-miR-27a-3p
7634	hsa-miR-30e-3p
7634	hsa-miR-27a-3p
7634	hsa-miR-139-5p
201633	hsa-miR-27a-3p
7348	hsa-miR-23b-3p
64091	hsa-miR-23b-3p
51365	hsa-miR-138-5p
141	hsa-miR-376a-5p
141	hsa-miR-199a-5p
141	hsa-miR-30b-5p
141	hsa-miR-374a-5p
141	hsa-miR-137
89876	hsa-miR-27a-3p
11167	hsa-let-7a-5p
11167	hsa-let-7f-5p
11167	hsa-miR-137
3081	hsa-miR-100-5p
3081	hsa-miR-376a-5p
3081	hsa-miR-374a-5p
3081	hsa-miR-137
3081	hsa-miR-23b-3p
51725	hsa-miR-27a-3p
51725	hsa-miR-122-5p
2804	hsa-miR-100-5p
55840	hsa-miR-17-3p
55840	hsa-miR-302a-3p
55840	hsa-miR-374a-5p
55840	hsa-miR-27a-3p
286676	hsa-miR-497-5p
286676	hsa-miR-23b-3p
942	hsa-miR-373-3p
942	hsa-miR-302a-3p
942	hsa-miR-520f-3p
942	hsa-miR-376a-5p
942	hsa-miR-374a-5p
942	hsa-miR-27a-3p
942	hsa-miR-122-5p
846	hsa-miR-376a-5p
846	hsa-miR-27a-3p
1475	hsa-miR-374a-5p
83666	hsa-miR-30e-3p
83666	hsa-miR-372-3p
83666	hsa-miR-139-5p
83666	hsa-miR-23b-3p
165631	hsa-miR-27a-3p
9199	hsa-miR-10a-5p
9199	hsa-miR-302a-3p
9199	hsa-miR-520f-3p
54763	hsa-miR-27a-3p
54763	hsa-miR-23b-3p
7372	hsa-miR-376a-5p
57493	hsa-miR-193b-3p
57493	hsa-miR-302a-3p
57493	hsa-miR-372-3p
57493	hsa-let-7d-5p
200810	hsa-miR-374a-5p
200810	hsa-miR-23b-3p
54946	hsa-miR-23b-3p
348807	hsa-miR-497-5p
166012	hsa-miR-17-3p
166012	hsa-miR-27a-3p
645840	hsa-miR-32-5p
131601	hsa-miR-23b-3p
80325	hsa-miR-376a-5p
80325	hsa-miR-497-5p
80325	hsa-miR-23b-3p
50512	hsa-miR-30b-5p
4171	hsa-miR-193b-3p
4171	hsa-miR-10a-5p
4171	hsa-miR-21-5p
4171	hsa-miR-214-3p
4171	hsa-miR-137
29927	hsa-miR-199a-5p
8607	hsa-miR-10a-5p
8607	hsa-miR-10b-5p
8607	hsa-miR-32-5p
165721	hsa-miR-137
2624	hsa-miR-30e-3p
2624	hsa-miR-374a-5p
2624	hsa-miR-27a-3p
2624	hsa-miR-139-5p
2624	hsa-miR-23b-3p
23434	hsa-miR-193b-3p
28976	hsa-miR-10b-5p
339122	hsa-miR-23b-3p
7555	hsa-miR-10b-5p
6010	hsa-miR-139-5p
132243	hsa-miR-27a-3p
132243	hsa-miR-497-5p
23129	hsa-miR-199a-5p
7200	hsa-miR-98-5p
7200	hsa-miR-9-5p
7200	hsa-miR-30d-5p
7200	hsa-miR-374a-5p
28990	hsa-let-7d-5p
55	hsa-miR-30e-3p
55	hsa-miR-376a-5p
55	hsa-miR-1291
55	hsa-miR-374a-5p
55	hsa-miR-139-5p
51554	hsa-miR-138-5p
51554	hsa-miR-137
51554	hsa-miR-23b-3p
84129	hsa-miR-520f-3p
84129	hsa-miR-23b-3p
27031	hsa-miR-374a-5p
25847	hsa-miR-199a-5p
25847	hsa-miR-23b-3p
5096	hsa-miR-10a-5p
5096	hsa-miR-10b-5p
80723	hsa-let-7f-5p
80723	hsa-miR-372-3p
51208	hsa-miR-374a-5p
51208	hsa-miR-137
199221	hsa-miR-193b-3p
199221	hsa-let-7d-5p
25852	hsa-miR-520f-3p
25852	hsa-miR-199a-5p
25852	hsa-miR-27a-3p
22808	hsa-miR-27a-3p
22808	hsa-miR-23b-3p
83850	hsa-miR-17-3p
83850	hsa-miR-520c-3p
83850	hsa-miR-374a-5p
83850	hsa-miR-27a-3p
668	hsa-miR-139-5p
729627	hsa-miR-32-5p
5947	hsa-miR-199a-5p
5947	hsa-miR-374a-5p
287015	hsa-miR-27a-3p
92370	hsa-miR-98-5p
131890	hsa-miR-376a-5p
131890	hsa-miR-27a-3p
9616	hsa-miR-376a-5p
483	hsa-miR-27a-3p
256356	hsa-miR-30b-5p
344838	hsa-miR-17-3p
344838	hsa-miR-30e-3p
344838	hsa-miR-27a-3p
344838	hsa-miR-139-5p
344838	hsa-miR-122-5p
9435	hsa-miR-520f-3p
9435	hsa-miR-199a-5p
205428	hsa-miR-30e-3p
205428	hsa-miR-137
205428	hsa-miR-139-5p
5352	hsa-miR-98-5p
5352	hsa-let-7f-5p
5352	hsa-miR-302a-3p
5352	hsa-miR-137
57088	hsa-miR-372-3p
57088	hsa-miR-23b-3p
57047	hsa-miR-376a-5p
57047	hsa-miR-27a-3p
5359	hsa-miR-30e-3p
5359	hsa-miR-139-5p
84107	hsa-miR-137
84107	hsa-miR-23b-3p
185	hsa-miR-23b-3p
1359	hsa-miR-27a-3p
1359	hsa-miR-137
1360	hsa-miR-374a-5p
2992	hsa-miR-10a-5p
2992	hsa-miR-10b-5p
116441	hsa-miR-27a-3p
116441	hsa-miR-23b-3p
4071	hsa-let-7a-5p
4071	hsa-let-7f-5p
4071	hsa-miR-17-3p
4071	hsa-miR-30a-3p
389161	hsa-miR-27a-3p
51122	hsa-miR-376a-5p
9819	hsa-miR-376a-5p
9819	hsa-let-7d-5p
27230	hsa-miR-206
27230	hsa-miR-374a-5p
131831	hsa-miR-374a-5p
131831	hsa-miR-27a-3p
7401	hsa-miR-27a-3p
29909	hsa-miR-32-5p
64805	hsa-miR-27a-3p
64805	hsa-miR-497-5p
53836	hsa-miR-17-3p
53836	hsa-miR-30e-3p
53836	hsa-let-7d-5p
53836	hsa-miR-374a-5p
53836	hsa-miR-139-5p
285313	hsa-let-7d-5p
285313	hsa-miR-30b-5p
