gene id	miRNA
11060	hsa-let-7a-5p
80228	hsa-let-7a-5p
84938	hsa-let-7a-5p
8227	hsa-let-7a-5p
23086	hsa-let-7a-5p
169200	hsa-let-7a-5p
23060	hsa-let-7a-5p
1938	hsa-let-7a-5p
55216	hsa-let-7a-5p
85026	hsa-let-7a-5p
57189	hsa-let-7a-5p
9328	hsa-let-7a-5p
55858	hsa-let-7a-5p
6124	hsa-let-7a-5p
337882	hsa-let-7a-5p
2969	hsa-let-7a-5p
4508	hsa-let-7a-5p
6472	hsa-let-7a-5p
60560	hsa-let-7a-5p
2752	hsa-let-7a-5p
4512	hsa-let-7a-5p
158358	hsa-let-7a-5p
9125	hsa-let-7a-5p
3712	hsa-let-7a-5p
10985	hsa-let-7a-5p
474170	hsa-let-7a-5p
55001	hsa-let-7a-5p
5454	hsa-let-7a-5p
26190	hsa-let-7a-5p
151188	hsa-let-7a-5p
6156	hsa-let-7a-5p
2824	hsa-let-7a-5p
83667	hsa-let-7a-5p
3007	hsa-let-7a-5p
150094	hsa-let-7a-5p
23361	hsa-let-7a-5p
6189	hsa-let-7a-5p
221895	hsa-let-7a-5p
494115	hsa-let-7a-5p
4000	hsa-let-7a-5p
4686	hsa-let-7a-5p
53339	hsa-let-7a-5p
196527	hsa-let-7a-5p
22795	hsa-let-7a-5p
57157	hsa-let-7a-5p
22887	hsa-let-7a-5p
8360	hsa-let-7a-5p
9829	hsa-let-7a-5p
85363	hsa-let-7a-5p
6133	hsa-let-7a-5p
55833	hsa-let-7a-5p
11176	hsa-let-7a-5p
7803	hsa-let-7a-5p
91	hsa-let-7a-5p
9221	hsa-let-7a-5p
220965	hsa-let-7a-5p
84295	hsa-let-7a-5p
80381	hsa-let-7a-5p
84240	hsa-let-7a-5p
56257	hsa-let-7a-5p
22862	hsa-let-7a-5p
6241	hsa-let-7a-5p
586	hsa-let-7a-5p
4513	hsa-let-7a-5p
56916	hsa-let-7a-5p
8317	hsa-let-7a-5p
27293	hsa-let-7a-5p
8349	hsa-let-7a-5p
124245	hsa-let-7a-5p
283638	hsa-let-7a-5p
440689	hsa-let-7a-5p
29088	hsa-let-7a-5p
10184	hsa-let-7a-5p
9690	hsa-let-7a-5p
148254	hsa-let-7a-5p
49862	hsa-let-7a-5p
11321	hsa-let-7a-5p
25915	hsa-let-7a-5p
2814	hsa-let-7a-5p
5683	hsa-let-7a-5p
526	hsa-let-7a-5p
151531	hsa-let-7a-5p
114546	hsa-let-7a-5p
55254	hsa-let-7a-5p
90268	hsa-let-7a-5p
8780	hsa-let-7a-5p
65125	hsa-let-7b-5p
900	hsa-let-7b-5p
55088	hsa-let-7b-5p
80305	hsa-let-7b-5p
1660	hsa-let-7b-5p
2975	hsa-let-7b-5p
4343	hsa-let-7b-5p
57546	hsa-let-7b-5p
26574	hsa-let-7b-5p
64925	hsa-let-7b-5p
10397	hsa-let-7b-5p
57224	hsa-let-7b-5p
23633	hsa-let-7b-5p
57509	hsa-let-7b-5p
23543	hsa-let-7b-5p
550	hsa-let-7b-5p
10960	hsa-let-7b-5p
53834	hsa-let-7b-5p
476	hsa-let-7b-5p
10914	hsa-let-7b-5p
59274	hsa-let-7b-5p
9031	hsa-let-7b-5p
9580	hsa-let-7b-5p
23118	hsa-let-7b-5p
9685	hsa-let-7b-5p
7317	hsa-let-7b-5p
10594	hsa-let-7b-5p
22984	hsa-let-7b-5p
1523	hsa-let-7b-5p
9097	hsa-let-7b-5p
2033	hsa-let-7b-5p
10099	hsa-let-7b-5p
10336	hsa-let-7b-5p
1938	hsa-let-7b-5p
3064	hsa-let-7b-5p
2936	hsa-let-7b-5p
3098	hsa-let-7b-5p
4536	hsa-let-7b-5p
3157	hsa-let-7b-5p
91894	hsa-let-7b-5p
9133	hsa-let-7b-5p
8729	hsa-let-7b-5p
9646	hsa-let-7b-5p
55526	hsa-let-7b-5p
51729	hsa-let-7b-5p
54863	hsa-let-7b-5p
4194	hsa-let-7b-5p
23277	hsa-let-7b-5p
84726	hsa-let-7b-5p
26034	hsa-let-7b-5p
6693	hsa-let-7b-5p
200081	hsa-let-7b-5p
71	hsa-let-7b-5p
84818	hsa-let-7b-5p
9918	hsa-let-7b-5p
55696	hsa-let-7b-5p
10985	hsa-let-7b-5p
55209	hsa-let-7b-5p
9583	hsa-let-7b-5p
23318	hsa-let-7b-5p
9453	hsa-let-7b-5p
4176	hsa-let-7b-5p
3842	hsa-let-7b-5p
23468	hsa-let-7b-5p
8663	hsa-let-7b-5p
6626	hsa-let-7b-5p
23049	hsa-let-7b-5p
8453	hsa-let-7b-5p
56899	hsa-let-7b-5p
6142	hsa-let-7b-5p
23367	hsa-let-7b-5p
10664	hsa-let-7b-5p
23466	hsa-let-7b-5p
9883	hsa-let-7b-5p
4847	hsa-let-7b-5p
4508	hsa-let-7b-5p
51160	hsa-let-7b-5p
7165	hsa-let-7b-5p
11230	hsa-let-7b-5p
60	hsa-let-7b-5p
51194	hsa-let-7b-5p
5930	hsa-let-7b-5p
79031	hsa-let-7b-5p
9698	hsa-let-7b-5p
90957	hsa-let-7b-5p
10389	hsa-let-7b-5p
443	hsa-let-7b-5p
25844	hsa-let-7b-5p
6229	hsa-let-7b-5p
4540	hsa-let-7b-5p
10945	hsa-let-7b-5p
54682	hsa-let-7b-5p
4538	hsa-let-7b-5p
23204	hsa-let-7b-5p
153090	hsa-let-7b-5p
4440	hsa-let-7b-5p
54888	hsa-let-7b-5p
586	hsa-let-7b-5p
10243	hsa-let-7b-5p
27247	hsa-let-7b-5p
4513	hsa-let-7b-5p
2005	hsa-let-7b-5p
4775	hsa-let-7b-5p
2824	hsa-let-7b-5p
157638	hsa-let-7b-5p
55362	hsa-let-7b-5p
11108	hsa-let-7b-5p
359948	hsa-let-7b-5p
4535	hsa-let-7b-5p
26057	hsa-let-7b-5p
23244	hsa-let-7b-5p
5594	hsa-let-7b-5p
8563	hsa-let-7b-5p
5187	hsa-let-7b-5p
977	hsa-let-7b-5p
83549	hsa-let-7b-5p
81688	hsa-let-7b-5p
51545	hsa-let-7b-5p
1457	hsa-let-7b-5p
7534	hsa-let-7b-5p
1164	hsa-let-7b-5p
5213	hsa-let-7b-5p
41	hsa-let-7b-5p
2553	hsa-let-7b-5p
26523	hsa-let-7b-5p
6667	hsa-let-7b-5p
9887	hsa-let-7b-5p
79776	hsa-let-7b-5p
7756	hsa-let-7b-5p
10075	hsa-let-7b-5p
79763	hsa-let-7b-5p
26986	hsa-let-7b-5p
4208	hsa-let-7b-5p
7984	hsa-let-7b-5p
9682	hsa-let-7b-5p
389362	hsa-let-7b-5p
10743	hsa-let-7b-5p
28962	hsa-let-7b-5p
79068	hsa-let-7b-5p
26985	hsa-let-7b-5p
3508	hsa-let-7b-5p
10489	hsa-let-7b-5p
222553	hsa-let-7b-5p
655	hsa-let-7b-5p
23394	hsa-let-7b-5p
85021	hsa-let-7b-5p
2992	hsa-let-7b-5p
79684	hsa-let-7b-5p
25792	hsa-let-7b-5p
79850	hsa-let-7b-5p
29934	hsa-let-7b-5p
8471	hsa-let-7b-5p
23112	hsa-let-7b-5p
10376	hsa-let-7b-5p
64943	hsa-let-7b-5p
7551	hsa-let-7b-5p
84790	hsa-let-7b-5p
3320	hsa-let-7b-5p
4898	hsa-let-7b-5p
2931	hsa-let-7b-5p
5899	hsa-let-7b-5p
199953	hsa-let-7b-5p
4134	hsa-let-7b-5p
6191	hsa-let-7b-5p
54801	hsa-let-7b-5p
284273	hsa-let-7b-5p
5236	hsa-let-7b-5p
23268	hsa-let-7b-5p
134266	hsa-let-7b-5p
255520	hsa-let-7b-5p
79602	hsa-let-7b-5p
10885	hsa-let-7b-5p
26586	hsa-let-7b-5p
80143	hsa-let-7b-5p
7402	hsa-let-7b-5p
26015	hsa-let-7b-5p
9146	hsa-let-7b-5p
57693	hsa-let-7b-5p
23362	hsa-let-7b-5p
8660	hsa-let-7b-5p
2597	hsa-let-7b-5p
3516	hsa-let-7b-5p
4609	hsa-let-7b-5p
5094	hsa-let-7b-5p
84418	hsa-let-7b-5p
79036	hsa-let-7b-5p
11273	hsa-let-7b-5p
283373	hsa-let-7b-5p
4514	hsa-let-7b-5p
3312	hsa-let-7b-5p
8073	hsa-let-7b-5p
8664	hsa-let-7b-5p
64710	hsa-let-7b-5p
9444	hsa-let-7b-5p
7094	hsa-let-7b-5p
55861	hsa-let-7b-5p
4666	hsa-let-7b-5p
80142	hsa-let-7b-5p
11100	hsa-let-7b-5p
23	hsa-let-7b-5p
80306	hsa-let-7b-5p
26173	hsa-let-7b-5p
80304	hsa-let-7b-5p
4173	hsa-let-7b-5p
63035	hsa-let-7b-5p
4478	hsa-let-7b-5p
338879	hsa-let-7b-5p
64132	hsa-let-7b-5p
51253	hsa-let-7b-5p
56896	hsa-let-7b-5p
113655	hsa-let-7b-5p
4539	hsa-let-7b-5p
9969	hsa-let-7b-5p
1108	hsa-let-7b-5p
5833	hsa-let-7b-5p
1152	hsa-let-7b-5p
57534	hsa-let-7b-5p
64397	hsa-let-7b-5p
9513	hsa-let-7b-5p
64167	hsa-let-7b-5p
2316	hsa-let-7b-5p
54386	hsa-let-7b-5p
4833	hsa-let-7b-5p
54880	hsa-let-7b-5p
896	hsa-let-7b-5p
144455	hsa-let-7b-5p
1832	hsa-let-7b-5p
57691	hsa-let-7b-5p
10527	hsa-let-7b-5p
128637	hsa-let-7b-5p
64852	hsa-let-7b-5p
26051	hsa-let-7b-5p
114781	hsa-let-7b-5p
2067	hsa-let-7b-5p
81857	hsa-let-7b-5p
7916	hsa-let-7b-5p
159195	hsa-let-7b-5p
1544	hsa-let-7b-5p
4950	hsa-let-7b-5p
3146	hsa-let-7b-5p
85403	hsa-let-7b-5p
9631	hsa-let-7b-5p
6311	hsa-let-7b-5p
10220	hsa-let-7b-5p
2821	hsa-let-7b-5p
90956	hsa-let-7b-5p
8243	hsa-let-7b-5p
55240	hsa-let-7b-5p
8570	hsa-let-7b-5p
55689	hsa-let-7b-5p
4772	hsa-let-7b-5p
23451	hsa-let-7b-5p
7074	hsa-let-7b-5p
8021	hsa-let-7b-5p
8273	hsa-let-7b-5p
5587	hsa-let-7b-5p
975	hsa-let-7b-5p
9898	hsa-let-7b-5p
91746	hsa-let-7b-5p
9232	hsa-let-7b-5p
90809	hsa-let-7b-5p
22893	hsa-let-7b-5p
80232	hsa-let-7b-5p
79794	hsa-let-7b-5p
7750	hsa-let-7b-5p
4048	hsa-let-7b-5p
57670	hsa-let-7b-5p
92154	hsa-let-7b-5p
3159	hsa-let-7b-5p
55074	hsa-let-7b-5p
10907	hsa-let-7b-5p
10497	hsa-let-7b-5p
8260	hsa-let-7b-5p
90007	hsa-let-7b-5p
4512	hsa-let-7b-5p
80095	hsa-let-7b-5p
10768	hsa-let-7b-5p
58485	hsa-let-7b-5p
7171	hsa-let-7b-5p
56829	hsa-let-7b-5p
4792	hsa-let-7b-5p
1107	hsa-let-7b-5p
10197	hsa-let-7b-5p
3054	hsa-let-7b-5p
3304	hsa-let-7b-5p
6831	hsa-let-7b-5p
5520	hsa-let-7b-5p
9421	hsa-let-7b-5p
23266	hsa-let-7b-5p
6294	hsa-let-7b-5p
6309	hsa-let-7b-5p
246269	hsa-let-7b-5p
27072	hsa-let-7b-5p
57148	hsa-let-7b-5p
9282	hsa-let-7b-5p
8805	hsa-let-7b-5p
9191	hsa-let-7b-5p
26190	hsa-let-7b-5p
27102	hsa-let-7b-5p
23361	hsa-let-7b-5p
273	hsa-let-7b-5p
51203	hsa-let-7b-5p
91754	hsa-let-7b-5p
117584	hsa-let-7b-5p
5563	hsa-let-7b-5p
84168	hsa-let-7b-5p
4641	hsa-let-7b-5p
80308	hsa-let-7b-5p
63917	hsa-let-7b-5p
6712	hsa-let-7b-5p
22826	hsa-let-7b-5p
54872	hsa-let-7b-5p
665	hsa-let-7b-5p
9644	hsa-let-7b-5p
6651	hsa-let-7b-5p
54853	hsa-let-7b-5p
51110	hsa-let-7b-5p
51126	hsa-let-7b-5p
3185	hsa-let-7b-5p
8886	hsa-let-7b-5p
84954	hsa-let-7b-5p
55653	hsa-let-7b-5p
55699	hsa-let-7b-5p
55094	hsa-let-7b-5p
439	hsa-let-7b-5p
56252	hsa-let-7b-5p
55714	hsa-let-7b-5p
3298	hsa-let-7b-5p
114785	hsa-let-7b-5p
5077	hsa-let-7b-5p
22834	hsa-let-7b-5p
2237	hsa-let-7b-5p
107	hsa-let-7b-5p
79058	hsa-let-7b-5p
6601	hsa-let-7b-5p
390980	hsa-let-7b-5p
10444	hsa-let-7b-5p
23326	hsa-let-7b-5p
5036	hsa-let-7b-5p
204851	hsa-let-7b-5p
55636	hsa-let-7b-5p
79035	hsa-let-7b-5p
10155	hsa-let-7b-5p
7832	hsa-let-7b-5p
27125	hsa-let-7b-5p
10890	hsa-let-7b-5p
10426	hsa-let-7b-5p
3268	hsa-let-7b-5p
7178	hsa-let-7b-5p
23224	hsa-let-7b-5p
1778	hsa-let-7b-5p
10620	hsa-let-7b-5p
8358	hsa-let-7b-5p
55175	hsa-let-7b-5p
11176	hsa-let-7b-5p
59283	hsa-let-7b-5p
51460	hsa-let-7b-5p
3749	hsa-let-7b-5p
10299	hsa-let-7b-5p
27143	hsa-let-7b-5p
80020	hsa-let-7b-5p
2782	hsa-let-7b-5p
27324	hsa-let-7b-5p
6597	hsa-let-7b-5p
10137	hsa-let-7b-5p
6297	hsa-let-7b-5p
2177	hsa-let-7b-5p
23092	hsa-let-7b-5p
2108	hsa-let-7b-5p
7862	hsa-let-7b-5p
22828	hsa-let-7b-5p
9611	hsa-let-7b-5p
92609	hsa-let-7b-5p
9812	hsa-let-7b-5p
955	hsa-let-7b-5p
56913	hsa-let-7b-5p
116461	hsa-let-7b-5p
57562	hsa-let-7b-5p
11329	hsa-let-7b-5p
84908	hsa-let-7b-5p
9144	hsa-let-7b-5p
131408	hsa-let-7b-5p
6046	hsa-let-7b-5p
1676	hsa-let-7b-5p
11047	hsa-let-7b-5p
332	hsa-let-7b-5p
5255	hsa-let-7b-5p
9972	hsa-let-7b-5p
6767	hsa-let-7b-5p
2778	hsa-let-7b-5p
3030	hsa-let-7b-5p
2314	hsa-let-7b-5p
367	hsa-let-7b-5p
26135	hsa-let-7b-5p
79088	hsa-let-7b-5p
84240	hsa-let-7b-5p
55578	hsa-let-7b-5p
6497	hsa-let-7b-5p
8936	hsa-let-7b-5p
56951	hsa-let-7b-5p
5430	hsa-let-7b-5p
27161	hsa-let-7b-5p
899	hsa-let-7b-5p
26505	hsa-let-7b-5p
6238	hsa-let-7b-5p
84668	hsa-let-7b-5p
10622	hsa-let-7b-5p
182	hsa-let-7b-5p
9415	hsa-let-7b-5p
6257	hsa-let-7b-5p
6136	hsa-let-7b-5p
284565	hsa-let-7b-5p
3693	hsa-let-7b-5p
25962	hsa-let-7b-5p
23136	hsa-let-7b-5p
3280	hsa-let-7b-5p
5738	hsa-let-7b-5p
11070	hsa-let-7b-5p
91133	hsa-let-7b-5p
11101	hsa-let-7b-5p
55611	hsa-let-7b-5p
57592	hsa-let-7b-5p
3035	hsa-let-7b-5p
5529	hsa-let-7b-5p
55719	hsa-let-7b-5p
1729	hsa-let-7b-5p
9909	hsa-let-7b-5p
7707	hsa-let-7b-5p
57727	hsa-let-7b-5p
31	hsa-let-7b-5p
8780	hsa-let-7b-5p
4705	hsa-let-7b-5p
5347	hsa-let-7b-5p
27339	hsa-let-7b-5p
488	hsa-let-7b-5p
10776	hsa-let-7b-5p
10891	hsa-let-7b-5p
22847	hsa-let-7b-5p
1915	hsa-let-7b-5p
3921	hsa-let-7b-5p
6635	hsa-let-7b-5p
7531	hsa-let-7b-5p
79446	hsa-let-7b-5p
10421	hsa-let-7b-5p
54776	hsa-let-7b-5p
8976	hsa-let-7b-5p
10749	hsa-let-7b-5p
80772	hsa-let-7b-5p
10963	hsa-let-7b-5p
6141	hsa-let-7b-5p
3237	hsa-let-7b-5p
203068	hsa-let-7b-5p
9813	hsa-let-7b-5p
55585	hsa-let-7b-5p
27246	hsa-let-7b-5p
25	hsa-let-7b-5p
81544	hsa-let-7b-5p
25930	hsa-let-7b-5p
8742	hsa-let-7b-5p
4848	hsa-let-7b-5p
631	hsa-let-7b-5p
7082	hsa-let-7b-5p
81	hsa-let-7b-5p
54531	hsa-let-7b-5p
10238	hsa-let-7b-5p
6598	hsa-let-7b-5p
3091	hsa-let-7b-5p
6602	hsa-let-7b-5p
1488	hsa-let-7b-5p
11194	hsa-let-7b-5p
3833	hsa-let-7b-5p
501	hsa-let-7b-5p
27020	hsa-let-7b-5p
134553	hsa-let-7b-5p
4267	hsa-let-7b-5p
10521	hsa-let-7b-5p
79711	hsa-let-7b-5p
25974	hsa-let-7b-5p
55212	hsa-let-7b-5p
6613	hsa-let-7b-5p
3191	hsa-let-7b-5p
5190	hsa-let-7b-5p
11167	hsa-let-7b-5p
4081	hsa-let-7b-5p
1871	hsa-let-7b-5p
6319	hsa-let-7b-5p
7319	hsa-let-7b-5p
284371	hsa-let-7b-5p
1635	hsa-let-7b-5p
404785	hsa-let-7b-5p
7917	hsa-let-7b-5p
10847	hsa-let-7b-5p
27154	hsa-let-7b-5p
64963	hsa-let-7b-5p
283659	hsa-let-7b-5p
5216	hsa-let-7b-5p
291	hsa-let-7b-5p
11218	hsa-let-7b-5p
352	hsa-let-7b-5p
84299	hsa-let-7b-5p
475	hsa-let-7b-5p
23082	hsa-let-7b-5p
10165	hsa-let-7b-5p
3006	hsa-let-7b-5p
26099	hsa-let-7b-5p
26	hsa-let-7b-5p
93185	hsa-let-7b-5p
408050	hsa-let-7b-5p
9635	hsa-let-7b-5p
200205	hsa-let-7b-5p
8634	hsa-let-7b-5p
23654	hsa-let-7b-5p
342371	hsa-let-7b-5p
5058	hsa-let-7b-5p
2627	hsa-let-7b-5p
9807	hsa-let-7b-5p
8562	hsa-let-7b-5p
891	hsa-let-7b-5p
374946	hsa-let-7b-5p
353324	hsa-let-7b-5p
1660	hsa-let-7c-5p
4884	hsa-let-7c-5p
900	hsa-let-7c-5p
8325	hsa-let-7c-5p
9444	hsa-let-7c-5p
60	hsa-let-7c-5p
2317	hsa-let-7c-5p
57186	hsa-let-7c-5p
51729	hsa-let-7c-5p
4508	hsa-let-7c-5p
56899	hsa-let-7c-5p
5747	hsa-let-7c-5p
26523	hsa-let-7c-5p
9133	hsa-let-7c-5p
6558	hsa-let-7c-5p
4649	hsa-let-7c-5p
84750	hsa-let-7c-5p
2975	hsa-let-7c-5p
8295	hsa-let-7c-5p
9031	hsa-let-7c-5p
59274	hsa-let-7c-5p
359948	hsa-let-7c-5p
6599	hsa-let-7c-5p
2617	hsa-let-7c-5p
4535	hsa-let-7c-5p
10075	hsa-let-7c-5p
6229	hsa-let-7c-5p
1457	hsa-let-7c-5p
7311	hsa-let-7c-5p
4208	hsa-let-7c-5p
11230	hsa-let-7c-5p
4853	hsa-let-7c-5p
55215	hsa-let-7c-5p
6877	hsa-let-7c-5p
84444	hsa-let-7c-5p
4513	hsa-let-7c-5p
692312	hsa-let-7c-5p
84516	hsa-let-7c-5p
51195	hsa-let-7c-5p
5690	hsa-let-7c-5p
116115	hsa-let-7c-5p
54880	hsa-let-7c-5p
23608	hsa-let-7c-5p
8091	hsa-let-7c-5p
10885	hsa-let-7c-5p
51585	hsa-let-7c-5p
10262	hsa-let-7c-5p
10073	hsa-let-7c-5p
9829	hsa-let-7c-5p
23095	hsa-let-7c-5p
55004	hsa-let-7c-5p
80142	hsa-let-7c-5p
83871	hsa-let-7c-5p
3939	hsa-let-7c-5p
23204	hsa-let-7c-5p
25852	hsa-let-7c-5p
2186	hsa-let-7c-5p
10336	hsa-let-7c-5p
64852	hsa-let-7c-5p
4048	hsa-let-7c-5p
9818	hsa-let-7c-5p
6831	hsa-let-7c-5p
4166	hsa-let-7c-5p
1105	hsa-let-7c-5p
25829	hsa-let-7c-5p
26003	hsa-let-7c-5p
23466	hsa-let-7c-5p
4536	hsa-let-7c-5p
3720	hsa-let-7c-5p
26057	hsa-let-7c-5p
4540	hsa-let-7c-5p
51545	hsa-let-7c-5p
113829	hsa-let-7c-5p
55071	hsa-let-7c-5p
488	hsa-let-7c-5p
6046	hsa-let-7c-5p
152503	hsa-let-7c-5p
8273	hsa-let-7c-5p
27097	hsa-let-7c-5p
83640	hsa-let-7c-5p
6207	hsa-let-7c-5p
91	hsa-let-7c-5p
55108	hsa-let-7c-5p
4512	hsa-let-7c-5p
56984	hsa-let-7c-5p
8073	hsa-let-7c-5p
2931	hsa-let-7c-5p
60681	hsa-let-7c-5p
8533	hsa-let-7c-5p
22938	hsa-let-7c-5p
892	hsa-let-7c-5p
5869	hsa-let-7c-5p
4538	hsa-let-7c-5p
23411	hsa-let-7c-5p
6602	hsa-let-7c-5p
80349	hsa-let-7c-5p
6122	hsa-let-7c-5p
51119	hsa-let-7c-5p
2140	hsa-let-7c-5p
10527	hsa-let-7c-5p
4849	hsa-let-7c-5p
8720	hsa-let-7c-5p
57685	hsa-let-7c-5p
8886	hsa-let-7c-5p
1849	hsa-let-7c-5p
2130	hsa-let-7c-5p
6576	hsa-let-7c-5p
8661	hsa-let-7c-5p
8663	hsa-let-7c-5p
9748	hsa-let-7c-5p
57459	hsa-let-7c-5p
84190	hsa-let-7c-5p
23341	hsa-let-7c-5p
8515	hsa-let-7c-5p
55858	hsa-let-7c-5p
3950	hsa-let-7c-5p
10298	hsa-let-7c-5p
337882	hsa-let-7c-5p
11051	hsa-let-7c-5p
6142	hsa-let-7c-5p
10238	hsa-let-7c-5p
4833	hsa-let-7c-5p
6192	hsa-let-7c-5p
5190	hsa-let-7c-5p
867	hsa-let-7c-5p
8476	hsa-let-7c-5p
59283	hsa-let-7c-5p
